title,genres,director,cast,vote_average,metadata
Land of the Dead,Horror,George A. Romero,Simon Baker|John Leguizamo|Dennis Hopper,6.0,Horror George A. Romero Simon Baker|John Leguizamo|Dennis Hopper
Out of Inferno,Action,Danny Pang,Lau Ching-Wan|Angelica Lee|Chen Sicheng,5.8,Action Danny Pang Lau Ching-Wan|Angelica Lee|Chen Sicheng
Fear and Loathing in Las Vegas,Adventure|Drama|Comedy,Terry Gilliam,Johnny Depp|Benicio del Toro|Tobey Maguire,7.2,Adventure|Drama|Comedy Terry Gilliam Johnny Depp|Benicio del Toro|Tobey Maguire
The Invention of Lying,Comedy|Romance|Fantasy,Ricky Gervais,Ricky Gervais|Jennifer Garner|Jonah Hill,6.0,Comedy|Romance|Fantasy Ricky Gervais Ricky Gervais|Jennifer Garner|Jonah Hill
Neighbors,Comedy,Nicholas Stoller,Seth Rogen|Zac Efron|Rose Byrne,6.2,Comedy Nicholas Stoller Seth Rogen|Zac Efron|Rose Byrne
The Mask,Romance|Comedy|Crime|Fantasy,Chuck Russell,Jim Carrey|Cameron Diaz|Nancy Fish,6.6,Romance|Comedy|Crime|Fantasy Chuck Russell Jim Carrey|Cameron Diaz|Nancy Fish
Big,Fantasy|Drama|Comedy|Romance|Family,Penny Marshall,Tom Hanks|Elizabeth Perkins|Robert Loggia,6.9,Fantasy|Drama|Comedy|Romance|Family Penny Marshall Tom Hanks|Elizabeth Perkins|Robert Loggia
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,Larry Charles,Sacha Baron Cohen|Ken Davitian|Luenell,6.5,Comedy Larry Charles Sacha Baron Cohen|Ken Davitian|Luenell
Legally Blonde,Comedy,Robert Luketic,Reese Witherspoon|Luke Wilson|Selma Blair,6.1,Comedy Robert Luketic Reese Witherspoon|Luke Wilson|Selma Blair
Star Trek III: The Search for Spock,Science Fiction|Action|Adventure|Thriller,Leonard Nimoy,William Shatner|Leonard Nimoy|DeForest Kelley,6.4,Science Fiction|Action|Adventure|Thriller Leonard Nimoy William Shatner|Leonard Nimoy|DeForest Kelley
The Exorcism of Emily Rose,Crime|Drama|Horror|Thriller,Scott Derrickson,Laura Linney|Tom Wilkinson|Campbell Scott,6.3,Crime|Drama|Horror|Thriller Scott Derrickson Laura Linney|Tom Wilkinson|Campbell Scott
Deuce Bigalow: Male Gigolo,Comedy,Mike Mitchell,Rob Schneider|William Forsythe|Eddie Griffin,5.5,Comedy Mike Mitchell Rob Schneider|William Forsythe|Eddie Griffin
Left Behind,Thriller|Action|Science Fiction,Vic Armstrong,Nicolas Cage|Chad Michael Murray|Lea Thompson,3.7,Thriller|Action|Science Fiction Vic Armstrong Nicolas Cage|Chad Michael Murray|Lea Thompson
The Family Stone,Comedy|Drama|Romance,Thomas Bezucha,Claire Danes|Diane Keaton|Rachel McAdams,6.2,Comedy|Drama|Romance Thomas Bezucha Claire Danes|Diane Keaton|Rachel McAdams
Barbershop 2:  Back in Business,Comedy|Drama,Kevin Rodney Sullivan,Ice Cube|Cedric the Entertainer|Sean Patrick Thomas,5.6,Comedy|Drama Kevin Rodney Sullivan Ice Cube|Cedric the Entertainer|Sean Patrick Thomas
Bad Santa,Drama|Comedy|Crime,Terry Zwigoff,Billy Bob Thornton|Tony Cox|Brett Kelly,6.5,Drama|Comedy|Crime Terry Zwigoff Billy Bob Thornton|Tony Cox|Brett Kelly
Austin Powers: International Man of Mystery,Science Fiction|Comedy|Crime,Jay Roach,Mike Myers|Elizabeth Hurley|Michael York,6.5,Science Fiction|Comedy|Crime Jay Roach Mike Myers|Elizabeth Hurley|Michael York
My Big Fat Greek Wedding 2,Romance|Comedy|Family,Kirk Jones,John Corbett|Elena Kampouris|Nia Vardalos,5.5,Romance|Comedy|Family Kirk Jones John Corbett|Elena Kampouris|Nia Vardalos
Diary of a Wimpy Kid: Rodrick Rules,Family|Comedy,David Bowers,Zachary Gordon|Devon Bostick|Rachael Harris,6.3,Family|Comedy David Bowers Zachary Gordon|Devon Bostick|Rachael Harris
Predator,Science Fiction|Action|Adventure|Thriller,John McTiernan,Arnold Schwarzenegger|Carl Weathers|Elpidia Carrillo,7.3,Science Fiction|Action|Adventure|Thriller John McTiernan Arnold Schwarzenegger|Carl Weathers|Elpidia Carrillo
Amadeus,Drama|History|Music,Miloš Forman,F. Murray Abraham|Tom Hulce|Elizabeth Berridge,7.8,Drama|History|Music Miloš Forman F. Murray Abraham|Tom Hulce|Elizabeth Berridge
Prom Night,Crime|Horror,Nelson McCormick,Brittany Snow|Scott Porter|Jessica Stroup,4.8,Crime|Horror Nelson McCormick Brittany Snow|Scott Porter|Jessica Stroup
Mean Girls,Comedy,Mark Waters,Lindsay Lohan|Rachel McAdams|Tim Meadows,6.9,Comedy Mark Waters Lindsay Lohan|Rachel McAdams|Tim Meadows
Under the Tuscan Sun,Comedy|Drama|Romance,Audrey Wells,Diane Lane|Sandra Oh|Lindsay Duncan,6.4,Comedy|Drama|Romance Audrey Wells Diane Lane|Sandra Oh|Lindsay Duncan
Gosford Park,Drama|Mystery|Thriller,Robert Altman,Helen Mirren|Clive Owen|Maggie Smith,6.8,Drama|Mystery|Thriller Robert Altman Helen Mirren|Clive Owen|Maggie Smith
Peggy Sue Got Married,Comedy|Drama|Fantasy|Romance,Francis Ford Coppola,Kathleen Turner|Nicolas Cage|Barry Miller,5.9,Comedy|Drama|Fantasy|Romance Francis Ford Coppola Kathleen Turner|Nicolas Cage|Barry Miller
Birdman,Drama|Comedy,Alejandro González Iñárritu,Michael Keaton|Emma Stone|Zach Galifianakis,7.4,Drama|Comedy Alejandro González Iñárritu Michael Keaton|Emma Stone|Zach Galifianakis
Blue Jasmine,Comedy|Drama,Woody Allen,Cate Blanchett|Alec Baldwin|Sally Hawkins,7.0,Comedy|Drama Woody Allen Cate Blanchett|Alec Baldwin|Sally Hawkins
United 93,Drama|History|Crime|Thriller|Action,Paul Greengrass,J.J. Johnson|Polly Adams|Trish Gates,6.9,Drama|History|Crime|Thriller|Action Paul Greengrass J.J. Johnson|Polly Adams|Trish Gates
Honey,Romance|Music|Family,Bille Woodruff,Jessica Alba|Mekhi Phifer|Joy Bryant,6.0,Romance|Music|Family Bille Woodruff Jessica Alba|Mekhi Phifer|Joy Bryant
Spy Hard,Action|Comedy,Rick Friedberg,Leslie Nielsen|Nicollette Sheridan|Charles Durning,4.9,Action|Comedy Rick Friedberg Leslie Nielsen|Nicollette Sheridan|Charles Durning
The Fog,Horror,John Carpenter,Adrienne Barbeau|Jamie Lee Curtis|Janet Leigh,6.4,Horror John Carpenter Adrienne Barbeau|Jamie Lee Curtis|Janet Leigh
Soul Surfer,Action|Drama,Sean McNamara,AnnaSophia Robb|Helen Hunt|Lorraine Nicholson,6.9,Action|Drama Sean McNamara AnnaSophia Robb|Helen Hunt|Lorraine Nicholson
Catch-22,War|Comedy|Drama,Mike Nichols,Alan Arkin|Martin Balsam|Richard Benjamin,6.7,War|Comedy|Drama Mike Nichols Alan Arkin|Martin Balsam|Richard Benjamin
Observe and Report,Comedy|Crime|Drama,Jody Hill,Seth Rogen|Anna Faris|Michael Peña,5.6,Comedy|Crime|Drama Jody Hill Seth Rogen|Anna Faris|Michael Peña
Conan the Destroyer,Adventure|Fantasy|Action,Richard Fleischer,Arnold Schwarzenegger|Grace Jones|Wilt Chamberlain,5.8,Adventure|Fantasy|Action Richard Fleischer Arnold Schwarzenegger|Grace Jones|Wilt Chamberlain
Raging Bull,Drama,Martin Scorsese,Robert De Niro|Joe Pesci|Cathy Moriarty,7.7,Drama Martin Scorsese Robert De Niro|Joe Pesci|Cathy Moriarty
Love Happens,Drama|Romance,Brandon Camp,Aaron Eckhart|Jennifer Aniston|Judy Greer,5.6,Drama|Romance Brandon Camp Aaron Eckhart|Jennifer Aniston|Judy Greer
Young Sherlock Holmes,Action|Adventure|Crime|Drama|Family|Mystery|Thriller,Barry Levinson,Nicholas Rowe|Alan Cox|Sophie Ward,6.7,Action|Adventure|Crime|Drama|Family|Mystery|Thriller Barry Levinson Nicholas Rowe|Alan Cox|Sophie Ward
Fame,Music|Comedy|Drama|Romance,Kevin Tancharoen,Kay Panabaker|Naturi Naughton|Kherington Payne,5.5,Music|Comedy|Drama|Romance Kevin Tancharoen Kay Panabaker|Naturi Naughton|Kherington Payne
127 Hours,Adventure|Drama|Thriller,Danny Boyle,James Franco|Kate Mara|Amber Tamblyn,7.0,Adventure|Drama|Thriller Danny Boyle James Franco|Kate Mara|Amber Tamblyn
Small Time Crooks,Action|Comedy|Crime,Woody Allen,Woody Allen|Carolyn Saxon|Tracey Ullman,6.4,Action|Comedy|Crime Woody Allen Woody Allen|Carolyn Saxon|Tracey Ullman
Center Stage,Drama|Music,Nicholas Hytner,Amanda Schull|Zoe Saldana|Susan May Pratt,6.8,Drama|Music Nicholas Hytner Amanda Schull|Zoe Saldana|Susan May Pratt
Love the Coopers,Comedy|Family,Jessie Nelson,Steve Martin|Diane Keaton|John Goodman,5.4,Comedy|Family Jessie Nelson Steve Martin|Diane Keaton|John Goodman
Catch That Kid,Family|Action|Adventure,Bart Freundlich,Kristen Stewart|Corbin Bleu|Max Thieriot,4.9,Family|Action|Adventure Bart Freundlich Kristen Stewart|Corbin Bleu|Max Thieriot
Life as a House,Drama,Irwin Winkler,Kevin Kline|Kristin Scott Thomas|Hayden Christensen,7.2,Drama Irwin Winkler Kevin Kline|Kristin Scott Thomas|Hayden Christensen
Steve Jobs,Drama|History,Danny Boyle,Michael Fassbender|Kate Winslet|Seth Rogen,6.8,Drama|History Danny Boyle Michael Fassbender|Kate Winslet|Seth Rogen
"I Love You, Beth Cooper",Comedy|Romance,Chris Columbus,Hayden Panettiere|Paul Rust|Lauren London,5.1,Comedy|Romance Chris Columbus Hayden Panettiere|Paul Rust|Lauren London
Youth in Revolt,Drama|Comedy|Romance,Miguel Arteta,Michael Cera|Zach Galifianakis|Justin Long,5.9,Drama|Comedy|Romance Miguel Arteta Michael Cera|Zach Galifianakis|Justin Long
The Legend of the Lone Ranger,Action|Adventure|Romance|Western,William A. Fraker,Christopher Lloyd|Matt Clark|Juanin Clay,3.7,Action|Adventure|Romance|Western William A. Fraker Christopher Lloyd|Matt Clark|Juanin Clay
The Tailor of Panama,Drama|Thriller,John Boorman,Pierce Brosnan|Geoffrey Rush|Jamie Lee Curtis,6.2,Drama|Thriller John Boorman Pierce Brosnan|Geoffrey Rush|Jamie Lee Curtis
Blow Out,Drama|Mystery|Thriller,Brian De Palma,John Travolta|Nancy Allen|John Lithgow,7.3,Drama|Mystery|Thriller Brian De Palma John Travolta|Nancy Allen|John Lithgow
Getaway,Action|Crime,Courtney Solomon,Ethan Hawke|Selena Gomez|Jon Voight,4.9,Action|Crime Courtney Solomon Ethan Hawke|Selena Gomez|Jon Voight
The Ice Storm,Drama,Ang Lee,Kevin Kline|Joan Allen|Sigourney Weaver,6.9,Drama Ang Lee Kevin Kline|Joan Allen|Sigourney Weaver
And So It Goes,Comedy|Drama|Romance,Rob Reiner,Michael Douglas|Diane Keaton|Sterling Jerins,5.7,Comedy|Drama|Romance Rob Reiner Michael Douglas|Diane Keaton|Sterling Jerins
Troop Beverly Hills,Adventure|Comedy|Family,Jeff Kanew,Shelley Long|Craig T. Nelson|Betty Thomas,5.6,Adventure|Comedy|Family Jeff Kanew Shelley Long|Craig T. Nelson|Betty Thomas
Being Julia,Comedy|Drama|Romance,István Szabó,Michael Gambon|Annette Bening|Leigh Lawson,6.4,Comedy|Drama|Romance István Szabó Michael Gambon|Annette Bening|Leigh Lawson
Nine 1/2 Weeks,Drama|Romance,Adrian Lyne,Mickey Rourke|Kim Basinger|Margaret Whitton,5.8,Drama|Romance Adrian Lyne Mickey Rourke|Kim Basinger|Margaret Whitton
Dragonslayer,Fantasy,Matthew Robbins,Peter MacNicol|Caitlin Clarke|Ralph Richardson,6.5,Fantasy Matthew Robbins Peter MacNicol|Caitlin Clarke|Ralph Richardson
The Last Station,Drama|Romance,Michael Hoffman,James McAvoy|Christopher Plummer|Helen Mirren,6.7,Drama|Romance Michael Hoffman James McAvoy|Christopher Plummer|Helen Mirren
Ed Wood,Comedy|Drama|History,Tim Burton,Johnny Depp|Martin Landau|Sarah Jessica Parker,7.3,Comedy|Drama|History Tim Burton Johnny Depp|Martin Landau|Sarah Jessica Parker
Labor Day,Drama,Jason Reitman,Josh Brolin|Kate Winslet|Gattlin Griffith,6.7,Drama Jason Reitman Josh Brolin|Kate Winslet|Gattlin Griffith
Mongol: The Rise of Genghis Khan,History,Sergei Bodrov,Tadanobu Asano|Sun Honglei|Khulan Chuluun,6.5,History Sergei Bodrov Tadanobu Asano|Sun Honglei|Khulan Chuluun
RockNRolla,Action|Crime|Thriller,Guy Ritchie,Mark Strong|Tom Wilkinson|Toby Kebbell,6.9,Action|Crime|Thriller Guy Ritchie Mark Strong|Tom Wilkinson|Toby Kebbell
Megaforce,Adventure|Action|Science Fiction,Hal Needham,Barry Bostwick|Michael Beck|Persis Khambatta,3.5,Adventure|Action|Science Fiction Hal Needham Barry Bostwick|Michael Beck|Persis Khambatta
Hamlet,Drama,Kenneth Branagh,Kenneth Branagh|Derek Jacobi|Julie Christie,7.3,Drama Kenneth Branagh Kenneth Branagh|Derek Jacobi|Julie Christie
Mao's Last Dancer,Drama|Romance,Bruce Beresford,Chi Cao|Chengwu Guo|Wen Bin Huang,6.8,Drama|Romance Bruce Beresford Chi Cao|Chengwu Guo|Wen Bin Huang
Midnight Special,Adventure|Drama|Science Fiction,Jeff Nichols,Michael Shannon|Jaeden Lieberher|Joel Edgerton,6.2,Adventure|Drama|Science Fiction Jeff Nichols Michael Shannon|Jaeden Lieberher|Joel Edgerton
Anything Else,Comedy|Romance,Woody Allen,Woody Allen|Jason Biggs|Christina Ricci,6.2,Comedy|Romance Woody Allen Woody Allen|Jason Biggs|Christina Ricci
The Railway Man,Drama|History,Jonathan Teplitzky,Jeremy Irvine|Colin Firth|Stellan Skarsgård,6.7,Drama|History Jonathan Teplitzky Jeremy Irvine|Colin Firth|Stellan Skarsgård
The White Ribbon,Crime|Drama|Mystery,Michael Haneke,Ursina Lardi|Ulrich Tukur|Burghart Klaußner,7.2,Crime|Drama|Mystery Michael Haneke Ursina Lardi|Ulrich Tukur|Burghart Klaußner
Restoration,Horror,Zack Ward,Emily Roya O'Brien|Adrian Gaeta|Zack Ward,5.3,Horror Zack Ward Emily Roya O'Brien|Adrian Gaeta|Zack Ward
The Wraith,Romance|Science Fiction|Horror|Action|Crime,Mike Marvin,Charlie Sheen|Nick Cassavetes|Sherilyn Fenn,5.9,Romance|Science Fiction|Horror|Action|Crime Mike Marvin Charlie Sheen|Nick Cassavetes|Sherilyn Fenn
Salton Sea,Drama|Mystery|Thriller,D.J. Caruso,Val Kilmer|Vincent D'Onofrio|Adam Goldberg,7.0,Drama|Mystery|Thriller D.J. Caruso Val Kilmer|Vincent D'Onofrio|Adam Goldberg
Metallica: Through the Never,Music,Nimród Antal,Dane DeHaan|Mackenzie Gray|James Hetfield,6.7,Music Nimród Antal Dane DeHaan|Mackenzie Gray|James Hetfield
The Informers,Drama,Gregor Jordan,Billy Bob Thornton|Kim Basinger|Mickey Rourke,4.4,Drama Gregor Jordan Billy Bob Thornton|Kim Basinger|Mickey Rourke
Carlos,Crime|Drama|Thriller|History,Olivier Assayas,Edgar Ramírez|Alexander Scheer|Fadi Abi Samra,6.7,Crime|Drama|Thriller|History Olivier Assayas Edgar Ramírez|Alexander Scheer|Fadi Abi Samra
I Come with the Rain,Thriller|Drama,Tran Anh Hung,Josh Hartnett|Elias Koteas|Takuya Kimura,5.6,Thriller|Drama Tran Anh Hung Josh Hartnett|Elias Koteas|Takuya Kimura
One Man's Hero,Western|Action|Drama|History,Lance Hool,Tom Berenger|Joaquim de Almeida|Daniela Romo,9.3,Western|Action|Drama|History Lance Hool Tom Berenger|Joaquim de Almeida|Daniela Romo
Day of the Dead,Horror|Science Fiction,George A. Romero,Lori Cardille|Terry Alexander|Joseph Pilato,6.9,Horror|Science Fiction George A. Romero Lori Cardille|Terry Alexander|Joseph Pilato
I Am Wrath,Action|Crime|Drama|Thriller,Chuck Russell,John Travolta|Christopher Meloni|Rebecca De Mornay,4.5,Action|Crime|Drama|Thriller Chuck Russell John Travolta|Christopher Meloni|Rebecca De Mornay
Renaissance,Action|Animation|Science Fiction,Christian Volckman,Daniel Craig|Catherine McCormack|Romola Garai,6.7,Action|Animation|Science Fiction Christian Volckman Daniel Craig|Catherine McCormack|Romola Garai
Red Sonja,Adventure|Fantasy|Action,Richard Fleischer,Arnold Schwarzenegger|Brigitte Nielsen|Sandahl Bergman,5.0,Adventure|Fantasy|Action Richard Fleischer Arnold Schwarzenegger|Brigitte Nielsen|Sandahl Bergman
Red Lights,Thriller,Rodrigo Cortés,Sigourney Weaver|Robert De Niro|Cillian Murphy,6.0,Thriller Rodrigo Cortés Sigourney Weaver|Robert De Niro|Cillian Murphy
Superbad,Comedy,Greg Mottola,Jonah Hill|Michael Cera|Christopher Mintz-Plasse,7.0,Comedy Greg Mottola Jonah Hill|Michael Cera|Christopher Mintz-Plasse
Madea Goes to Jail,Comedy|Crime|Drama,Tyler Perry,Tyler Perry|Derek Luke|Keshia Knight Pulliam,6.4,Comedy|Crime|Drama Tyler Perry Tyler Perry|Derek Luke|Keshia Knight Pulliam
Wolves,Horror|Action,David Hayter,Jason Momoa|Lucas Till|John Pyper-Ferguson,5.7,Horror|Action David Hayter Jason Momoa|Lucas Till|John Pyper-Ferguson
Step Up 2: The Streets,Music|Drama|Romance,Jon M. Chu,Briana Evigan|Robert Hoffman|Will Kemp,6.5,Music|Drama|Romance Jon M. Chu Briana Evigan|Robert Hoffman|Will Kemp
Hoodwinked!,Animation|Comedy|Family,Cory Edwards,Anne Hathaway|Glenn Close|Jim Belushi,5.9,Animation|Comedy|Family Cory Edwards Anne Hathaway|Glenn Close|Jim Belushi
Hotel Rwanda,Drama|History|War,Terry George,Don Cheadle|Sophie Okonedo|Nick Nolte,7.5,Drama|History|War Terry George Don Cheadle|Sophie Okonedo|Nick Nolte
Hitman,Action|Crime|Drama|Thriller,Xavier Gens,Timothy Olyphant|Dougray Scott|Olga Kurylenko,5.9,Action|Crime|Drama|Thriller Xavier Gens Timothy Olyphant|Dougray Scott|Olga Kurylenko
Black Nativity,Drama|Music,Kasi Lemmons,Forest Whitaker|Angela Bassett|Jennifer Hudson,5.8,Drama|Music Kasi Lemmons Forest Whitaker|Angela Bassett|Jennifer Hudson
The Prince,Thriller|Action,Brian A Miller,Bruce Willis|Jason Patric|John Cusack,4.6,Thriller|Action Brian A Miller Bruce Willis|Jason Patric|John Cusack
City of Ghosts,Thriller,Matt Dillon,Matt Dillon|James Caan|Natascha McElhone,5.4,Thriller Matt Dillon Matt Dillon|James Caan|Natascha McElhone
The Others,Horror|Drama|Mystery|Thriller,Alejandro Amenábar,Nicole Kidman|Christopher Eccleston|Alakina Mann,7.4,Horror|Drama|Mystery|Thriller Alejandro Amenábar Nicole Kidman|Christopher Eccleston|Alakina Mann
Aliens,Horror|Action|Thriller|Science Fiction,James Cameron,Sigourney Weaver|Michael Biehn|James Remar,7.7,Horror|Action|Thriller|Science Fiction James Cameron Sigourney Weaver|Michael Biehn|James Remar
My Fair Lady,Drama|Family|Music|Romance,George Cukor,Audrey Hepburn|Rex Harrison|Stanley Holloway,7.4,Drama|Family|Music|Romance George Cukor Audrey Hepburn|Rex Harrison|Stanley Holloway
I Know What You Did Last Summer,Horror|Thriller|Mystery,Jim Gillespie,Jennifer Love Hewitt|Sarah Michelle Gellar|Ryan Phillippe,5.6,Horror|Thriller|Mystery Jim Gillespie Jennifer Love Hewitt|Sarah Michelle Gellar|Ryan Phillippe
Let's Be Cops,Comedy,Luke Greenfield,Jake Johnson|Damon Wayans Jr.|Nina Dobrev,6.4,Comedy Luke Greenfield Jake Johnson|Damon Wayans Jr.|Nina Dobrev
Sideways,Comedy|Drama|Romance,Alexander Payne,Paul Giamatti|Thomas Haden Church|Virginia Madsen,6.9,Comedy|Drama|Romance Alexander Payne Paul Giamatti|Thomas Haden Church|Virginia Madsen
Beerfest,Comedy,Jay Chandrasekhar,Erik Stolhanske|Jay Chandrasekhar|Steve Lemme,5.8,Comedy Jay Chandrasekhar Erik Stolhanske|Jay Chandrasekhar|Steve Lemme
Halloween,Horror|Thriller,John Carpenter,Donald Pleasence|Jamie Lee Curtis|P.J. Soles,7.4,Horror|Thriller John Carpenter Donald Pleasence|Jamie Lee Curtis|P.J. Soles
Good Boy!,Comedy|Family|Science Fiction,John Robert Hoffman,Molly Shannon|Liam Aiken|Matthew Broderick,4.7,Comedy|Family|Science Fiction John Robert Hoffman Molly Shannon|Liam Aiken|Matthew Broderick
The Best Man Holiday,Comedy,Malcolm D. Lee,Terrence Howard|Harold Perrineau|Morris Chestnut,6.7,Comedy Malcolm D. Lee Terrence Howard|Harold Perrineau|Morris Chestnut
Smokin' Aces,Action|Comedy|Crime|Thriller,Joe Carnahan,Ryan Reynolds|Ray Liotta|Joseph Ruskin,6.4,Action|Comedy|Crime|Thriller Joe Carnahan Ryan Reynolds|Ray Liotta|Joseph Ruskin
Saw: The Final Chapter,Horror|Crime,Kevin Greutert,Tobin Bell|Costas Mandylor|Betsy Russell,5.8,Horror|Crime Kevin Greutert Tobin Bell|Costas Mandylor|Betsy Russell
40 Days and 40 Nights,Comedy|Romance,Michael Lehmann,Josh Hartnett|Shannyn Sossamon|Adam Trese,5.2,Comedy|Romance Michael Lehmann Josh Hartnett|Shannyn Sossamon|Adam Trese
A Night at the Roxbury,Comedy,John Fortenberry,Will Ferrell|Chris Kattan|Jennifer Coolidge,5.9,Comedy John Fortenberry Will Ferrell|Chris Kattan|Jennifer Coolidge
Beastly,Drama|Fantasy|Romance,Daniel Barnz,Alex Pettyfer|Vanessa Hudgens|Mary-Kate Olsen,6.0,Drama|Fantasy|Romance Daniel Barnz Alex Pettyfer|Vanessa Hudgens|Mary-Kate Olsen
The Hills Have Eyes,Horror|Thriller,Alexandre Aja,Aaron Stanford|Kathleen Quinlan|Vinessa Shaw,6.1,Horror|Thriller Alexandre Aja Aaron Stanford|Kathleen Quinlan|Vinessa Shaw
Dickie Roberts: Former Child Star,Comedy,Sam Weisman,David Spade|Mary McCormack|Craig Bierko,5.1,Comedy Sam Weisman David Spade|Mary McCormack|Craig Bierko
"McFarland, USA",Drama,Niki Caro,Kevin Costner|Ramiro Rodriguez|Carlos Pratts,7.4,Drama Niki Caro Kevin Costner|Ramiro Rodriguez|Carlos Pratts
Lottery Ticket,Comedy,Erik White,Shad Moss|Brandon T. Jackson|Naturi Naughton,5.6,Comedy Erik White Shad Moss|Brandon T. Jackson|Naturi Naughton
ATL,Drama,Christian Robinson,T.I.|Evan Ross|Jackie Long,6.0,Drama Christian Robinson T.I.|Evan Ross|Jackie Long
Pitch Perfect,Comedy|Music|Romance,Jason Moore,Anna Kendrick|Skylar Astin|Brittany Snow,7.3,Comedy|Music|Romance Jason Moore Anna Kendrick|Skylar Astin|Brittany Snow
Summer Catch,Drama|Comedy|Romance,Mike Tollin,Freddie Prinze Jr.|Jessica Biel|Fred Ward,4.8,Drama|Comedy|Romance Mike Tollin Freddie Prinze Jr.|Jessica Biel|Fred Ward
A Simple Plan,Drama|Crime|Thriller,Sam Raimi,Bill Paxton|Bridget Fonda|Billy Bob Thornton,6.9,Drama|Crime|Thriller Sam Raimi Bill Paxton|Bridget Fonda|Billy Bob Thornton
They,Horror|Thriller,Robert Harmon,Laura Regan|Marc Blucas|Ethan Embry,4.6,Horror|Thriller Robert Harmon Laura Regan|Marc Blucas|Ethan Embry
Larry the Cable Guy: Health Inspector,Comedy,Trent Cooper,Larry the Cable Guy|Iris Bahr|Tony Hale,3.3,Comedy Trent Cooper Larry the Cable Guy|Iris Bahr|Tony Hale
The Adventures of Elmo in Grouchland,Family,Gary Halvorson,Kevin Clash|Mandy Patinkin|Vanessa Williams,6.3,Family Gary Halvorson Kevin Clash|Mandy Patinkin|Vanessa Williams
Brooklyn's Finest,Crime|Drama|Thriller,Antoine Fuqua,Richard Gere|Don Cheadle|Ethan Hawke,6.2,Crime|Drama|Thriller Antoine Fuqua Richard Gere|Don Cheadle|Ethan Hawke
55 Days at Peking,Action|Drama|History,Nicholas Ray,Charlton Heston|Ava Gardner|David Niven,6.3,Action|Drama|History Nicholas Ray Charlton Heston|Ava Gardner|David Niven
Evil Dead,Horror,Fede Alvarez,Jane Levy|Shiloh Fernandez|Lou Taylor Pucci,6.4,Horror Fede Alvarez Jane Levy|Shiloh Fernandez|Lou Taylor Pucci
My Life in Ruins,Comedy|Romance,Donald Petrie,Nia Vardalos|Richard Dreyfuss|Alexis Georgoulis,5.6,Comedy|Romance Donald Petrie Nia Vardalos|Richard Dreyfuss|Alexis Georgoulis
American Dreamz,Comedy|Drama|Family,Paul Weitz,Hugh Grant|Dennis Quaid|Mandy Moore,4.9,Comedy|Drama|Family Paul Weitz Hugh Grant|Dennis Quaid|Mandy Moore
Superman IV: The Quest for Peace,Action|Adventure|Science Fiction,Sidney J. Furie,Christopher Reeve|Margot Kidder|Gene Hackman,4.1,Action|Adventure|Science Fiction Sidney J. Furie Christopher Reeve|Margot Kidder|Gene Hackman
